method,checkpoint,source,AUC,ECE_raw,ECE_cal
df40FR_StyleGAN2,train_on_fr,DF40_mismatch,0.25612751855839366,0.503999848662889,0.2676668904500994
df40FR_blendface,train_on_fr,DF40_mismatch,0.4565137598314964,0.2544127444253255,0.24805685647037687
df40FR_sd2.1,train_on_fr,DF40_mismatch,0.3291416050576457,0.41136636140446065,0.26766689045009917
df40FR_simswap,train_on_fr,DF40_mismatch,0.36289581563955675,0.33090371038349664,0.30121470106784365
