detector,method,AUC,ECE_raw,bias_gap,ECE_shift_only,ECE_balanced
xception,DiT,0.5214386786402107,0.4751942144734846,0.3977902239156173,0.20211875377371352,0.3843927879311661
xception,SiT,0.5535311889432757,0.43564698126748963,0.3593567403239993,0.19356283786218634,0.3614787646102446
xception,StyleGAN2,0.6491174214711677,0.3257009392354963,0.2512736662389752,0.1693600739254871,0.2960598504904296
xception,StyleGAN3,0.6792250307148161,0.289351673035027,0.21435226134754226,0.16867719461289377,0.27918198754259194
xception,StyleGANXL,0.6374484330701085,0.3413529314985235,0.26833240154916693,0.15453942954160946,0.30558024306239906
xception,blendface,0.94285209820568,0.08069436184317341,0.07667393497956854,0.05090743544420507,0.19627039260721454
xception,ddim,0.7661389045915591,0.1972637608437791,0.12131521152827962,0.13578782241468199,0.2355110190293962
xception,facedancer,0.932696152178773,0.07039545435047558,0.047055616168866665,0.055687564752745264,0.1769335209991632
xception,faceswap,0.8919282591168576,0.06884739591365817,0.04781258700311719,0.0711475184021515,0.17477261614559125
xception,facevid2vid,0.8215524423934427,0.13431902681448457,0.027406507886675202,0.12404461897064235,0.1883258865307279
xception,fomm,0.8008430759577733,0.15622549385888704,0.05978806083118671,0.13715718472752667,0.19930698967685384
xception,fsgan,0.9003712458527577,0.10693270464717033,0.040037640635703364,0.10351819336190848,0.19746197053587386
xception,inswap,0.8151875494888199,0.1580593767251497,0.013004476035902157,0.16340839085945,0.21297722923492113
xception,lia,0.6068025951104774,0.3595591265833359,0.24550007857450318,0.24098319842296487,0.32472502726322117
xception,pirender,0.6880317643216535,0.26523708378801775,0.14957143530199835,0.17545333565894444,0.27022742616745193
xception,pixart,0.4328684433734191,0.580456398311098,0.49816543455604323,0.2164660125638599,0.4520110579666686
xception,rddm,0.7329715146461177,0.14958605378577972,0.008318860483021884,0.15117457847631396,0.17352984151215622
xception,sadtalker,0.42701130171556606,0.5545130443918694,0.4379417872375227,0.298814172276607,0.46537810074264585
xception,sd2.1,0.6878661314685541,0.2716275600453576,0.19976797427231696,0.1573229755383267,0.2643909913033655
xception,simswap,0.9477985239610648,0.08278643957907052,0.07607898209577058,0.050297274334897224,0.1917595519004732
xception,wav2lip,0.4701207947257874,0.5109726230464611,0.3882176766818592,0.27020975533451,0.43061549150347966
effnetb4,DiT,0.5073311319123572,0.5389994266771077,0.5078709907066941,0.16766202113380632,0.34313188723682764
effnetb4,SiT,0.5346169664131926,0.5134113965684949,0.4838583643843377,0.1536033681877807,0.32030717414314
effnetb4,StyleGAN2,0.46579603347111387,0.5588434155670313,0.5284404191740851,0.19490947049678617,0.36364689366441305
effnetb4,StyleGAN3,0.47654084969777644,0.5424029176869236,0.5136293114664406,0.2034389298323954,0.3492049136333662
effnetb4,StyleGANXL,0.4767600235869342,0.571802758660094,0.5406714582521196,0.1657815335189975,0.3671253919532092
effnetb4,blendface,0.943305929620168,0.020684974921980778,0.006285615570367664,0.017173348166941202,0.09797934374267188
effnetb4,ddim,0.7449898284049556,0.2718405140100708,0.25311342027705397,0.08105781258124707,0.1574842291579106
effnetb4,facedancer,0.8587805787811666,0.1682619299933748,0.16082676972545018,0.06505707353820113,0.0778760080954345
effnetb4,faceswap,0.9260686958889887,0.048745959473138756,0.03469125798457606,0.028577052729720345,0.07071790591395671
effnetb4,facevid2vid,0.7112819498270837,0.3579825422844428,0.342382591223687,0.08842963609032695,0.21089974754264978
effnetb4,fomm,0.7667637099337812,0.33622940592478623,0.32133270278270243,0.08553536542148621,0.18734874097785387
effnetb4,fsgan,0.8732771920658736,0.10271102792722468,0.0805185472429587,0.0693787337430141,0.09000603695914361
effnetb4,inswap,0.7213611399636808,0.25308219639660784,0.2000857597673743,0.1336431344944761,0.18879297794438032
effnetb4,lia,0.6508960778915939,0.39858847082369264,0.3671938433076512,0.1418328550185297,0.253786900828463
effnetb4,pirender,0.6648043187148303,0.40665241297305615,0.37859206154005676,0.10379196173741681,0.25453387263080285
effnetb4,pixart,0.47209556876054276,0.5156334455536065,0.49049235322267065,0.23733620826187768,0.3377510559442294
effnetb4,sadtalker,0.489370465832362,0.5641790748921055,0.5185816939833466,0.19830106124193472,0.3743469973177514
effnetb4,sd2.1,0.776735946159353,0.22637371387632085,0.20848223357053763,0.08059676392005467,0.14505552640004027
effnetb4,simswap,0.8606618741177426,0.13758185681661503,0.12420704249968151,0.05384177822365803,0.07660631985573758
effnetb4,wav2lip,0.5501263959964775,0.4715740169401053,0.43897159291619586,0.20356774232706668,0.3125569311247935
clip,DiT,0.5612560671529727,0.3868508025443814,0.30790985584140795,0.19500792673299366,0.3373797818625568
clip,SiT,0.5887923211534676,0.3567538583324296,0.2785551012889521,0.18921578772488074,0.3174792644454131
clip,StyleGAN2,0.8208108224866955,0.12836383470948723,0.04431037336283816,0.1125570009341095,0.2147600673406622
clip,StyleGAN3,0.7744486028260481,0.1709489519436315,0.0897562935496623,0.13306305074681452,0.23472946117762983
clip,StyleGANXL,0.6984489079345814,0.24897857423685152,0.1733367752623628,0.13376280707407107,0.25242378215453
clip,blendface,0.9787048820686776,0.09491429674501796,0.09488498654586752,0.022935854833867363,0.21656022621166696
clip,ddim,0.7445373875416046,0.19436861644628253,0.11665337259036479,0.14639106924209536,0.2504394506497987
clip,facedancer,0.981332978478195,0.0743054655000035,0.0736533872852585,0.024958567369952816,0.19212200247282146
clip,faceswap,0.9933344536328066,0.10128077200293964,0.10126215349441814,0.014005886557989814,0.22063854980824646
clip,facevid2vid,0.8380205965669769,0.1187132504324964,0.017862085892484503,0.11509990284794751,0.18013118270200482
clip,fomm,0.8364845480843335,0.12004694409798627,0.027808905073380963,0.1065982792995052,0.17837627124915195
clip,fsgan,0.9563347693787285,0.09802475336129467,0.06907803508132826,0.06231281227006289,0.19975045331961966
clip,inswap,0.8905463350109448,0.11866241949021987,0.07201738448251993,0.10688224845294989,0.19560321521255838
clip,lia,0.6914256071859168,0.26118863671294157,0.16141752741426296,0.16802465632062646,0.2467819845047878
clip,pirender,0.7281452433103333,0.21842445955287113,0.11286339479681884,0.15860133179941452,0.23220386284159297
clip,pixart,0.7633210247990131,0.18792363654458366,0.10484374093363602,0.14402010838376547,0.23994625016461943
clip,sadtalker,0.56640117364373,0.4044448828748232,0.30262099179794855,0.2286164490945795,0.3596908412211744
